id,CITED2,HMGA2,CCNG1,SNHG14,LINC00324,hsa-mir-335,FOXC1,label
90,2912.99205,800.877404,5673.106329,415.535352,115.4830672,281.469077,3527.931967,1
91,3133.855886,789.996523,4124.47173,1177.097572,77.65041152,118.2230216,2998.215077,1
92,2829.629548,1137.119242,6575.188553,1254.781337,109.180645,96.93684578,1007.206572,1
93,3072.944907,23258.82956,1133.233743,5420.896216,96.42063015,1113.723773,1112.701804,1
94,2459.622308,256.1343321,4914.709486,253.8403682,55.75453416,236.2688362,780.0444371,1
95,1463.532077,250.4996447,7166.727809,481.6849451,154.7280832,70.89397555,1191.824962,1
96,10401.54496,1613.637813,3202.882954,226.1431405,69.02359002,410.8463305,2780.338823,1
97,5721.321599,1816.385209,7998.137568,1693.461711,140.4641232,273.6543296,948.1592833,1
98,769.9496309,386.8683521,4940.650627,162.8887773,135.1219093,1133.250383,159.0281737,1
99,1758.049699,540.2505944,3898.677737,381.5160418,99.55626842,177.7517934,4763.284356,1
100,4472.939584,297.0804498,8208.042722,1742.460161,162.2236834,47.87823276,1796.20843,1
101,4619.009026,1266.519789,17249.8795,1516.796542,84.77360496,361.2871437,1813.494922,1
102,2690.472648,2064.322345,7074.349771,3874.511309,158.9704305,609.8802629,152.500398,1
103,2046.018912,232.9228279,6797.266374,1214.422571,166.1313395,197.7136683,514.6378902,1
104,1785.069118,160.3924637,6046.349045,2222.504356,219.1775504,78.31913734,733.0393544,1
105,1208.793951,342.6820491,3095.579789,98.99100368,83.66074539,183.9250214,5751.900019,1
106,2746.903462,35.3448177,2638.286269,723.0610261,42.41783014,191.9313713,1088.173492,1
107,3527.143548,3118.056786,10350.15688,279.718685,51.03687646,200.1648867,563.0807261,1
108,1167.578748,1813.747755,6103.597943,589.3508229,45.48872477,289.5137227,5375.154757,1
109,1508.497244,669.4028155,24479.5841,164.9660296,214.4426109,147.8000955,763.8067805,1
110,2869.743761,299.9047739,4440.902405,4369.067198,222.4584511,216.8962253,1816.297254,1
111,3149.775549,264.8042993,3705.644204,3057.482579,146.3056621,350.6772286,909.8135291,1
112,3761.901137,13.32332833,14013.09171,291.4858263,209.5790239,179.0783613,2461.57569,1
113,1143.999504,401.1775755,5407.518264,1116.062827,88.3452138,355.8847276,1350.322058,1
114,3006.15403,2358.688869,14931.97313,424.7374381,167.0302122,541.1267975,10385.98794,1
115,498.0857771,4656.748021,4368.911632,3305.940919,250.4768069,1086.998342,220.7531163,1
116,3149.327374,1582.114275,6479.442471,2250.438577,240.1280744,74.06949849,955.5035717,1
117,5590.061068,55.38786869,9097.299075,2124.660594,407.6672557,85.88979668,1856.979479,1
118,1341.147233,745.3526197,3397.411565,296.7885751,213.267749,217.9577586,3121.464118,1
119,7390.802626,0.302459072,34458.76862,18971.94631,461.4090684,1315.075678,215.5066488,1
120,2931.94792,16.13953672,6777.930106,1579.808806,134.5492112,180.5603121,1698.240473,1
121,2700.692807,40.20566108,5001.950869,3041.237229,319.9583383,469.6059594,487.3580982,1
122,3133.222188,2138.843574,3497.612394,726.5960866,88.09283815,2466.624517,263.6920369,1
123,2699.100449,1201.019549,4988.37969,938.9121728,202.0863514,288.4198559,686.8326108,1
124,2973.266723,4553.728019,4271.181615,290.3629395,78.59065572,896.4470519,3665.472665,1
125,1608.673984,4645.548161,2941.847013,769.8356179,59.42687588,189.2077052,1249.476338,1
126,2547.672796,43.67903359,14031.59906,296.2724783,234.5958004,1103.665598,296.2719834,1
127,2110.302691,361.2355928,11758.65072,222.5568657,275.1877858,611.6785103,198.9057342,1
128,1113.155039,1895.188365,2198.459178,769.0537556,96.59243648,2028.639798,1205.487926,1
129,2575.940929,434.6443124,4849.672612,1055.97717,168.644259,431.2125995,928.0934097,1
130,2488.090415,648.3675715,5671.385712,176.2474053,89.80569437,149.4894959,3785.196277,1
131,4261.522141,98.71692399,4698.921555,6081.119328,100.0602354,270.0539076,763.5091626,1
132,554.6613641,373.9594185,2635.69365,140.3074275,112.5883264,412.663293,1555.697946,1
133,3861.100978,344.3709748,6568.096018,6161.741686,190.7662473,153.605965,737.9934737,1
134,1372.908852,380.1920855,4176.677769,1266.594115,130.1229142,529.9683199,250.8920954,1
135,4149.285113,108.4257162,3538.280963,212.6100355,196.5499329,691.5962186,949.655224,1
136,959.4616739,138.5620103,3239.14063,372.2110731,72.01190513,381.9893648,2070.95015,1
137,5279.825761,963.3941763,4207.590575,4732.501217,184.1333074,153.6191012,2934.931281,1
138,2327.22881,1400.110016,6590.96846,384.0109167,65.70052357,414.0302739,476.3866617,1
139,3428.553502,964.9532051,4691.907948,1420.43805,165.3878882,382.3183193,610.8514804,1
140,1507.016112,218.7267393,3979.858854,1199.961408,121.2887347,261.8349718,674.8150116,1
141,2349.385511,56.06423361,7965.217412,4503.607727,457.9460414,209.0942918,3667.356781,1
142,3527.017651,333.2413051,6745.296836,297.0452004,173.5335021,779.2586085,419.4739924,1
143,2141.186402,11835.79226,1604.420887,123.4273009,39.45455695,824.9660555,1067.684289,1
144,4347.596053,789.8146054,3424.918131,731.0770385,116.5731091,257.0059997,2315.080955,1
145,2762.824104,1911.794098,6793.712019,3556.213762,99.07076058,238.0161758,2137.250784,1
146,1190.84241,1063.534724,1834.253313,683.5565419,78.33921285,173.3326624,4113.140888,1
147,1372.497076,472.63655,2816.547349,683.775894,155.8711005,251.4219165,702.6304842,1
148,2814.535587,516.2257884,5162.290881,1304.416289,134.4946281,229.4322779,1347.929482,1
149,3384.521713,1090.253389,7091.990475,808.1436396,247.4548616,170.8458409,1991.12196,1
150,2096.941759,2628.790243,2259.574146,2891.205418,36.99626632,1572.856781,4354.365795,1
151,3281.868845,204.6178604,4399.898918,6567.8446,103.0035424,209.6458841,996.2974083,1
152,2909.594836,360.9858941,2362.698796,1309.719414,114.153525,253.0643187,1271.284785,1
153,9654.560246,52.35494348,5861.119961,6017.161931,115.7515421,118.8550737,1240.089731,1
154,3694.853217,105.6657335,4229.102974,731.1175092,58.22552492,883.2994252,2045.120891,1
155,1354.049008,8599.402391,2384.369462,2046.109051,118.8883204,743.6224875,4042.146217,1
156,1969.434308,56.30241911,5153.910451,327.6951006,84.41286355,317.8790944,998.8105309,1
157,1426.775627,870.9223131,5095.991773,309.4696256,95.67375009,129.4382299,4991.230269,1
158,3596.032145,226.5672857,4414.866079,1223.989299,77.55139954,160.5982582,317.3806364,1
159,1183.57947,73.86651325,4035.54169,357.082676,28.68702997,63.95100243,1244.181071,1
160,1430.550805,327.1049213,12659.88288,448.2420058,212.5347727,408.5706519,2092.374636,1
161,961.5013342,443.4165438,3820.265112,1637.064695,216.288961,275.1393372,320.5781589,1
162,1995.316378,508.121583,10056.38281,72.48476935,84.3217022,2664.006194,3917.941172,1
163,1889.021632,119.241812,5265.994171,335.5182614,108.8261241,492.2282918,3526.932845,1
164,2441.12601,536.9060848,6536.210926,2056.949876,454.4587468,88.16506731,612.0932053,1
165,2588.154599,346.1815912,13908.40174,470.4980761,213.2628122,189.7112275,6228.600606,1
166,1770.16665,328.1284859,3875.858341,714.7918301,133.4053214,402.5006928,6188.969776,1
167,1193.181439,2873.366017,4535.514326,238.227923,42.75052684,506.3154001,2878.740093,1
168,3728.570917,326.9085588,5102.954594,2615.566246,174.8837976,202.2827152,1426.629012,1
169,2834.787833,10068.40238,5513.705322,4280.529157,174.6655326,162.3744758,2320.582504,1
170,4759.860768,632.3233102,7654.612159,1141.170542,210.1111953,97.58564438,1779.470195,1
171,973.8782196,261.472865,11167.72824,5053.521883,185.4137329,242.4533998,8842.841743,1
172,2272.454561,42.62309815,9121.548122,1216.001574,212.4941642,276.454554,820.0294162,1
173,3515.151273,98.3015148,5344.197632,6456.152239,379.5785378,212.19206,560.5866843,1
174,3065.53042,267.7452618,6694.991065,3134.604468,233.686884,285.2874945,1116.954336,1
175,3761.40704,2.755146691,13006.10877,106.7378442,101.3825064,613.065258,5153.983582,1
176,3669.118446,1073.56894,10557.75297,432.4880369,84.15117367,1315.251544,2055.121616,1
177,1537.297288,910.4590066,5892.259045,1741.78335,142.8404411,261.0168873,2840.281446,1
178,1876.606221,1201.6265,3039.201662,3291.771208,129.2496123,276.7381589,2976.795525,1
179,1986.18876,1533.838382,7914.330559,1598.12595,186.5405737,392.3638933,3779.661734,1
180,1641.94859,224.3678525,3312.825091,1668.096216,161.9773985,153.6688206,1166.23382,1
181,1949.459309,45.43819599,4825.343315,2028.081962,186.9236869,224.1005905,2520.221213,1
182,4773.803838,202.016486,3649.697583,785.6528144,356.9542278,252.4780304,1087.32037,1
183,3863.907162,516.4405447,6128.11613,579.300162,73.47838909,256.018318,4171.913818,1
184,5052.088112,30.15438837,7324.267678,479.2096772,203.0314784,176.0310953,188.7955134,1
185,3985.141473,303.8948016,13217.77533,981.2677718,315.3627264,229.5879022,150.5110001,1
186,4163.683191,2071.596178,2911.787058,566.6434831,151.839011,90.87454037,2012.94975,1
187,3011.516942,111.0173776,11449.6098,199.8289008,83.76799025,240.1969946,6261.196557,1
188,2042.59931,23.99260405,7337.087696,659.5082999,198.7949159,375.6034515,2248.038368,1
189,1981.093384,90.96639076,10824.89463,129.295396,428.9760922,485.507376,3609.414295,1
190,3325.451792,123.578935,4848.043706,889.6067901,265.990839,926.2505164,555.8864439,1
191,1909.631509,1061.868423,2876.333614,586.1018286,205.4477977,171.9550079,1349.504807,1
192,5356.187576,78.88156803,4456.257184,4495.841884,145.6361577,150.1808107,2382.550361,1
193,1709.693495,195.6537033,4672.245996,1292.101237,158.1168909,203.5236453,1133.96186,1
194,1155.274024,875.8397328,7101.200638,542.9126373,120.9063095,99.26057095,133.3520768,1
195,2229.58466,72.76014852,2872.129115,345.055462,86.24408239,205.7671436,507.7156325,1
196,7567.291858,144.0009902,6812.002255,2057.064145,115.0222834,530.3463889,1687.137495,1
197,1449.424922,77.45930414,1998.528604,84.72807997,68.57839429,448.1630209,7492.407905,1
198,1121.404528,561.4384642,6351.223549,212.3341369,74.04268733,63.10492795,542.2842478,1
199,2614.207052,23.17996751,3404.257743,226.7698729,92.57943197,645.4115704,7821.442871,1
200,1961.087022,2602.83725,3490.798127,506.9009529,330.5887912,339.8313378,1470.243979,1
201,2159.284642,160.1549774,5109.991908,273.1073392,106.5553053,644.9935921,5627.229136,1
202,799.1067808,831.1854147,6882.979388,2220.702544,89.18991375,1033.761387,277.5082724,1
203,3207.803618,371.8739834,3233.607082,1479.915206,201.4603718,86.04479187,1346.460231,1
204,3201.740971,249.9226815,10253.49056,329.3909813,198.6701126,178.817639,339.8473106,1
205,5081.731171,1304.274588,6432.312847,499.7597638,530.2209434,81.03447819,1307.820258,1
206,1472.994962,6561.540166,10989.60532,580.4873653,98.01522494,954.6634621,349.2055572,1
207,1461.215828,425.8474918,5373.191852,370.9544862,184.359651,353.1126454,2939.330838,1
208,4913.943399,297.8075543,3061.410219,1399.920967,59.75223602,307.6071644,747.4688037,1
209,1202.140476,4.504117469,6256.355375,366.8697779,160.3404661,176.6277339,508.1953704,1
210,1222.746451,2661.432903,5093.024794,400.4530255,83.9791466,418.0692737,1121.894437,1
211,7865.431636,11.08797294,5961.427748,534.2059757,231.9852287,816.7327168,1889.232013,1
212,3666.930331,41.08019472,4149.890877,2543.282137,561.7070285,410.5638102,1454.254463,1
213,2389.479917,488.5914103,3318.699176,1959.529366,101.5499364,232.0529902,2744.532189,1
214,2346.459507,958.5379147,7548.400468,993.7564186,127.4474936,738.3090629,504.1710642,1
215,1332.837281,55.60105178,2998.974657,258.6662584,108.9342179,135.5713114,5782.683434,1
216,8336.483579,218.3310935,6581.996157,5054.973905,153.9581814,168.8434743,732.1377346,1
217,4166.161652,193.1517675,5502.854913,5584.441945,119.0072896,318.5340888,804.8045343,1
218,3883.39499,289.541853,3027.150211,1602.51734,99.65741448,1511.679982,2559.699669,1
219,969.6017738,1206.354082,19623.21508,411.8226671,146.6021761,877.7610711,1285.548099,1
220,7754.011507,2240.586102,7217.001269,895.8354779,163.2727791,129.9930171,1207.327672,1
221,3386.731488,141.3951901,4240.815553,828.312597,108.1926854,325.6853092,1393.566464,1
222,3625.106414,473.7811871,10011.32888,263.2355568,161.3584257,286.1026191,2357.22904,1
223,5162.081103,528.5644938,4212.430474,379.2924039,200.0653134,100.2147664,2340.496468,1
224,1796.158233,334.0743647,4784.438001,2474.290728,150.7237709,213.7252616,1820.882157,1
225,3214.959295,361.5030028,8222.807336,313.2938466,117.9907459,632.5583194,2116.988688,1
226,1374.24925,1507.204065,8551.365035,658.7323765,95.568311,97.17361565,142.5551431,1
227,2971.601808,3494.379596,2827.610295,1282.886131,75.57289051,1508.140849,917.438624,1
228,1605.352778,956.9215981,7858.281107,341.8211686,116.2178592,625.0174301,2820.547732,1
229,3503.202336,15.18421985,7395.15616,2388.877892,142.9557198,193.864436,1280.013276,1
230,3168.897664,737.4619626,3820.988285,1207.497875,55.54991334,195.4286925,658.2673173,1
231,1240.106293,336.0006155,11890.29782,227.5437097,53.30256231,261.3368165,4100.081861,1
232,1983.626988,617.3133399,4075.095543,421.5500501,168.7913023,222.6418679,3484.78255,1
233,1960.696868,887.2850537,10840.47356,297.9792105,327.284732,260.7138966,2266.212,1
234,4784.707072,464.3960867,9730.518261,62.9731621,185.4087344,1416.829749,3236.623614,1
235,2977.129914,3938.526865,17620.93253,281.8227644,100.9364417,431.728789,3211.982637,1
236,4101.332779,229.7422352,5122.745427,875.0071502,206.9137665,87.44300859,1414.77639,1
237,3045.269044,10667.10978,4532.950801,3530.927272,81.33485788,162.765054,422.4624589,1
238,3162.239674,763.9517695,6440.303302,3193.345546,203.5493082,49.32125128,3017.036862,1
239,2147.858446,500.2564645,2425.088702,711.1793779,97.68071799,98.90344285,3526.580872,1
240,939.390299,2117.852386,3051.289053,188.4710731,57.53147265,699.3393959,291.6356253,1
241,1779.53418,184.0503079,3144.455277,582.9225813,87.4107784,1406.199357,2600.469646,1
242,3007.56723,133.5928959,3504.122092,420.1573853,92.10432858,198.4963477,2304.232976,1
243,2620.053788,90.84510735,3631.081633,1850.436712,115.1646707,213.9046448,642.6072739,1
244,2093.651596,19342.20602,3000.803697,184.2925371,107.1578977,567.7091535,13526.09075,1
245,3125.486713,664.5610885,4662.366039,3149.528808,111.877031,75.56955825,1099.155477,1
246,1448.394119,998.0517267,3605.248454,1812.473672,97.5045417,1655.015601,2580.315895,1
247,2339.907531,1604.137025,2959.187646,517.8211877,140.6402535,383.410159,3609.038742,1
248,1271.570757,2313.675483,2378.171266,149.7244776,126.4232358,775.7393605,3398.746356,1
249,2079.709023,9536.805544,7649.9282,155.975846,176.2369045,1305.732397,311.8051996,1
250,2924.531643,779.1676403,7352.31066,322.5119907,328.7646605,738.4236597,535.3053031,1
251,2094.732224,39.4349514,3380.28836,166.7759817,95.86246882,559.3818778,1845.704823,1
252,1969.161774,3616.313209,14202.02979,507.9983793,102.1601703,232.3312328,1690.932977,1
253,2553.318796,3123.716076,6783.920388,829.5822146,118.2474115,470.6974636,263.4301731,1
254,3784.247574,611.8419185,6185.93992,640.6561337,109.8138247,244.238892,482.9301985,1
255,1409.637851,1220.676445,5816.154358,672.9184079,73.99372466,305.9824779,4642.773219,1
256,1235.175863,288.6732551,7223.757348,1406.68968,144.3353474,257.2927472,994.6263794,1
257,1843.510446,572.4205906,9727.950698,449.8807986,160.0203356,89.58671536,3243.580226,1
258,6964.541974,427.6692527,9673.252034,5847.938517,48.14328656,148.4712579,839.0842516,1
259,2055.377875,325.629315,3069.070769,1040.570856,106.3202731,2097.557296,1531.743373,1
260,2138.597436,21365.88871,5048.587986,4828.061929,83.56542513,1108.226104,982.3070096,1
261,676.3726477,2252.840693,5552.24452,990.9831297,181.3302721,876.4071965,7618.072238,1
262,1897.143138,146.8881833,4199.693566,418.283615,190.1484641,524.6502751,452.8562023,1
263,4197.898651,289.6925781,4893.272912,2787.45279,167.8604362,295.8741091,1061.771155,1
264,1612.501685,2404.954897,2908.224872,1152.722078,53.83026146,1684.865883,1317.365205,1
265,2219.105874,328.9915278,4898.002001,1406.511251,168.8524396,240.2482066,2200.398082,1
266,1532.20262,74.6253083,4612.322668,215.3264407,61.15954477,128.480258,10374.18388,1
267,2896.302113,6244.316813,10801.3355,457.9012682,86.1037783,430.3190317,2906.58461,1
268,1380.822359,5.10991659,3356.178904,117.2457325,81.96223621,151.2598638,3148.182141,1
269,3053.523379,1086.183273,1688.098957,442.5666772,90.14436743,283.2994903,5824.069308,1
270,2533.120453,270.8197902,4450.675539,2375.953173,84.0633544,167.6120283,1621.966681,1
271,2675.250853,929.1437892,2971.388433,326.9789761,94.13498497,112.9568854,4549.666908,1
272,2174.710527,380.0918086,4042.258459,1411.651002,155.926436,114.3503689,36917.33758,1
273,1392.354386,226.7372556,2669.451381,257.4925413,149.9001011,48.36048813,3101.677262,1
274,1649.086086,29.44261178,1377.181354,188.4613818,328.8450709,1303.590381,1130.800667,1
275,1305.010099,1806.207622,1757.631813,329.6133134,58.47632533,765.8173681,4754.948606,1
276,2374.04602,1512.385684,4049.871015,278.2574939,176.3494995,1018.910657,337.0330403,1
277,3361.718222,23.41695224,17604.59683,181.5415363,322.8707385,201.5794861,517.8243459,1
278,1995.246283,695.8278567,10007.48096,275.7749448,716.3601252,668.2405828,1775.753803,1
279,2007.030171,7624.488158,6783.619808,5967.756048,135.5912772,488.7330819,1239.028723,1
280,2392.673434,959.6351734,5675.783925,1179.088747,102.5137141,593.8056222,905.6144697,1
281,1976.982253,997.7498552,5935.106776,643.9036715,114.4042203,390.0673284,2292.163299,1
282,1454.739412,1326.229132,1959.823295,279.2490139,212.7636801,1490.378945,3048.186388,1
283,1615.057569,316.439591,4787.352903,316.438752,241.6814101,253.7010144,3760.272665,1
284,1047.973325,285.6174227,7444.265244,149.9037747,84.56671523,283.1248121,11057.95123,1
285,859.5147187,1425.006858,6711.894289,185.5243024,474.545004,377.2453253,1491.508843,1
286,2531.449787,413.1208593,4408.899305,2159.538422,184.8938152,98.27643071,600.1263683,1
287,4250.816877,26773.36831,4873.895761,934.624469,190.5938565,719.3399214,4171.137044,1
288,6532.061337,4890.852946,5334.569903,1988.841458,150.9500514,174.1696519,297.8786554,1
289,4667.429983,70.51745024,5182.272821,4746.585443,414.6684024,76.92755002,270.2837507,1
290,1518.703164,1491.00867,3409.434057,267.9928808,258.5903876,461.5746828,4140.82591,1
291,3692.097902,99.6186839,4298.419067,1459.372946,156.9685378,97.12425394,1132.920113,1
292,4708.478501,387.873523,4826.164155,2344.505941,104.1433205,181.2109407,6480.573453,1
293,2068.01164,351.3585605,2640.205774,3745.727991,109.9514487,304.8811942,1721.759376,1
294,3489.374965,105.3586064,5139.114471,445.8235446,135.9684548,112.6690117,279.2471256,1
295,1968.931405,8276.7377,5340.379466,415.2504493,123.2986877,77.98504235,2186.626942,1
296,1220.435115,2015.337081,3295.0777,1150.683184,63.97654687,290.6013658,1061.196662,1
297,2304.84532,687.695725,5125.961234,1254.11322,151.3968224,58.34395485,755.1866841,1
298,2815.855602,5458.817336,3340.564268,491.8462592,115.9512755,217.4130161,3403.394494,1
299,1402.574283,470.1924406,3649.212399,424.1255933,130.709545,123.2401896,5731.235874,1
300,2848.998607,323.7962084,3891.559757,271.668167,348.8556242,1777.360877,2403.904856,1
301,2129.284523,1045.450255,5352.463236,560.6648394,193.0968436,563.4620817,1426.340043,1
302,3490.389389,1894.286852,4118.879375,6196.457277,166.3799566,987.5000434,324.8358724,1
303,2028.3339,75.35751324,7809.190017,149.8492396,110.369445,155.2353948,1485.34947,1
304,3526.94233,5288.713537,10300.66509,1630.303371,103.5520537,123.8894789,5525.375519,1
