id,CITED2,HMGA2,CCNG1,label
429,17953.47568,33.67719607,7360.722494,0
430,18434.7548,50.82969208,10221.29788,0
431,8991.97786,256.1593181,10360.04314,0
432,8075.391109,40.49766075,6147.660874,0
433,7213.710475,187.2343681,8600.08846,0
434,7016.216931,133.5575805,5301.646312,0
435,5970.127268,136.0889278,8324.40437,0
436,11657.32719,30.69364098,9068.418488,0
437,12529.61022,14.07574142,14338.23168,0
438,9882.801827,24.47767544,7730.584237,0
439,6645.813589,15.44736422,6148.537137,0
440,10178.57229,98.18664319,8952.528489,0
441,4528.333074,51.36505661,5980.587975,0
442,9256.330639,34.70129114,9955.245531,0
443,6197.037647,182.4390465,9303.005166,0
444,3574.014077,54.60167543,7021.633037,0
